1

    TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      

    RANDOM SEED =   933090934

    NUMBER OF VARIABLES =   4

    NUMBER OF OBSERVATIONS =  500
0   THE SAMPLE INPUT VECTORS WILL BE PRINTED ALONG WITH THEIR CORRESPONDING RANKS
0   HISTOGRAMS OF THE ACTUAL SAMPLE WILL BE PLOTTED FOR EACH INPUT VARIABLE
0   THE CORRELATION MATRICES (RAW DATA AND RANK CORRELATIONS) WILL BE PRINTED
1

    TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      

    VARIABLE  DISTRIBUTION          RANGE            LABEL
0       1     NORMAL             -3.708     TO    3.500      NorPer3000  PerLN                                           
0       2     NORMAL             7.8980E-02 TO    10.50      NorPor  PorNO                                               
0       3     UNIFORM             10.00     TO    100.0      UniMult Mult                                                
0       4     NORMAL              3.559     TO    5.205      	                NorLength  Length                          
1TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      
0LATIN HYPERCUBE SAMPLE INPUT VECTORS

 RUN NO.  X(1)       X(2)       X(3)       X(4)
0  397  1.318E+00  6.203E+00  9.796E+01  4.291E+00
0  398  2.610E+00  7.330E+00  9.198E+01  4.831E+00
0  399 -1.507E+00  9.008E+00  1.385E+01  3.990E+00
0  400  2.143E-01  9.521E+00  3.840E+01  3.916E+00
0  401  8.653E-01  4.653E+00  9.941E+01  3.747E+00
0  402 -3.836E-02  8.294E+00  8.414E+01  4.972E+00
0  403 -2.027E+00  5.594E+00  5.077E+01  4.361E+00
0  404 -1.511E+00  1.502E+00  8.226E+01  4.789E+00
0  405  2.133E+00  5.287E+00  9.296E+01  4.258E+00
0  406  2.015E-01  6.451E+00  2.826E+01  4.469E+00
0  407  2.766E+00  5.394E+00  6.682E+01  4.634E+00
0  408  8.930E-01  4.444E+00  8.979E+01  4.610E+00
0  409  8.416E-01  3.833E+00  5.215E+01  4.114E+00
0  410 -2.813E+00  6.841E+00  3.701E+01  4.779E+00
0  411 -4.213E-01  4.765E+00  1.404E+01  5.205E+00
0  412 -5.833E-01  6.222E+00  4.325E+01  4.506E+00
0  413 -1.116E+00  5.824E+00  3.745E+01  3.847E+00
0  414  6.416E-01  2.214E+00  8.237E+01  4.622E+00
0  415 -2.922E+00  7.133E+00  6.553E+01  4.097E+00
0  416  4.363E-01  7.167E+00  8.561E+01  4.767E+00
0  417  2.029E+00  2.903E+00  7.825E+01  4.855E+00
0  418 -1.072E+00  6.165E+00  3.311E+01  4.440E+00
0  419 -9.765E-01  7.898E-02  2.419E+01  4.490E+00
0  420 -1.918E+00  4.930E+00  1.751E+01  4.808E+00
0  421  2.192E-01  7.086E+00  7.010E+01  4.232E+00
0  422  3.089E-01  6.750E+00  7.415E+01  4.210E+00
0  423 -1.544E+00  7.229E+00  5.283E+01  4.021E+00
0  424 -2.520E+00  7.533E+00  4.470E+01  5.081E+00
0  425  1.336E+00  8.267E+00  5.020E+01  4.136E+00
0  426 -5.000E-01  3.046E+00  7.767E+01  3.812E+00
0  427  5.140E-01  5.766E+00  8.102E+01  4.421E+00
0  428 -5.970E-01  8.531E+00  7.302E+01  4.624E+00
0  429 -5.501E-01  6.403E+00  1.883E+01  4.290E+00
0  430 -6.159E-02  6.234E+00  8.965E+01  4.665E+00
0  431 -3.786E-01  4.040E+00  5.769E+01  3.938E+00
0  432 -1.843E+00  1.803E+00  8.517E+01  3.985E+00
0  433 -1.200E+00  7.970E+00  9.338E+01  4.196E+00
0  434 -2.291E+00  5.890E+00  1.420E+01  3.805E+00
0  435  1.536E+00  4.621E+00  4.531E+01  4.492E+00
0  436 -3.928E-01  7.004E+00  9.762E+01  4.413E+00
0  437  3.898E-01  3.809E+00  4.632E+01  4.333E+00
0  438 -1.009E+00  4.554E+00  4.196E+01  4.511E+00
0  439  1.933E+00  6.465E+00  4.273E+01  4.294E+00
0  440  2.918E-02  5.460E+00  7.124E+01  4.693E+00
0  441 -1.698E+00  8.086E+00  9.562E+01  4.901E+00
0  442  1.737E+00  3.804E+00  1.236E+01  4.330E+00
0  443  1.080E+00  4.452E+00  8.340E+01  4.045E+00
0  444 -2.226E+00  8.938E+00  5.440E+01  4.654E+00
0  445  1.255E+00  8.471E+00  6.303E+01  4.851E+00
0  446 -1.268E+00  7.834E+00  1.200E+01  3.722E+00
0  447  1.507E+00  4.428E+00  4.020E+01  4.803E+00
0  448  2.530E+00  3.730E+00  2.029E+01  3.968E+00
0  449 -6.704E-01  2.877E+00  8.752E+01  4.687E+00
0  450  6.908E-01  2.100E+00  1.858E+01  3.792E+00
0  451  2.555E+00  6.733E+00  8.944E+01  4.320E+00
0  452  8.765E-01  7.898E-02  2.582E+01  4.500E+00
0  453  3.086E+00  5.014E+00  9.877E+01  3.925E+00
0  454  2.363E+00  8.425E+00  7.785E+01  4.032E+00
0  455 -3.528E+00  1.050E+01  5.871E+01  4.229E+00
0  456  1.445E-01  3.577E+00  5.119E+01  4.713E+00
0  457  1.265E+00  4.291E+00  5.602E+01  4.192E+00
0  458 -1.142E+00  6.326E+00  7.853E+01  4.484E+00
0  459 -9.288E-01  9.836E+00  1.326E+01  4.347E+00
0  460 -1.461E-01  3.531E+00  4.685E+01  4.727E+00
0  461  4.650E-01  5.567E+00  2.612E+01  4.380E+00
0  462 -8.257E-01  4.682E+00  4.748E+01  4.185E+00
0  463 -2.105E-01  3.737E+00  7.529E+01  4.799E+00
0  464 -1.851E+00  1.022E+01  6.416E+01  4.213E+00
0  465 -8.053E-01  4.219E+00  1.282E+01  4.471E+00
0  466 -2.426E+00  3.792E+00  2.633E+01  4.197E+00
0  467 -4.646E-01  6.815E+00  1.720E+01  4.267E+00
0  468 -5.387E-01  8.240E+00  6.317E+01  4.614E+00
0  469 -3.709E+00  3.753E+00  1.672E+01  4.431E+00
0  470 -3.440E-01  6.955E+00  2.925E+01  4.278E+00
0  471 -1.758E+00  6.683E+00  2.876E+01  4.701E+00
0  472 -4.108E-01  3.691E+00  7.535E+01  4.534E+00
0  473 -2.777E+00  5.711E+00  3.464E+01  4.317E+00
0  474  1.173E+00  4.158E+00  8.715E+01  3.942E+00
0  475 -4.317E-01  7.354E+00  4.097E+01  4.182E+00
0  476 -6.887E-01  5.256E+00  3.609E+01  4.130E+00
0  477  5.382E-01  8.168E+00  2.370E+01  3.618E+00
0  478  2.244E+00  2.591E+00  1.970E+01  4.634E+00
0  479  2.581E+00  1.616E+00  6.575E+01  4.275E+00
0  480 -8.500E-01  6.551E+00  8.489E+01  3.924E+00
0  481  8.184E-01  3.261E+00  5.976E+01  4.756E+00
0  482  3.824E-01  2.845E+00  5.590E+01  4.037E+00
0  483 -1.189E+00  7.898E-02  2.225E+01  4.768E+00
0  484  3.355E+00  6.347E+00  5.684E+01  4.404E+00
0  485 -1.362E+00  4.609E+00  8.305E+01  3.961E+00
0  486 -1.256E+00  2.828E+00  7.926E+01  4.042E+00
0  487 -1.031E+00  2.928E+00  2.293E+01  4.147E+00
0  488 -1.123E+00  4.725E+00  5.172E+01  4.483E+00
0  489  1.875E+00  3.170E+00  2.460E+01  4.237E+00
0  490 -1.283E+00  7.151E+00  8.011E+01  4.160E+00
0  491  7.763E-01  2.864E+00  2.678E+01  3.911E+00
0  492 -8.139E-01  4.302E+00  6.365E+01  4.251E+00
0  493 -3.524E-01  1.460E+00  9.259E+01  3.635E+00
0  494  1.553E+00  5.237E+00  5.289E+01  4.629E+00
0  495  2.228E+00  7.376E+00  5.779E+01  4.174E+00
0  496 -1.624E+00  1.050E+01  6.281E+01  4.315E+00
0  497  3.188E+00  1.360E+00  5.805E+01  5.035E+00
0  498 -1.603E+00  8.192E-01  8.076E+01  4.863E+00
0  499 -1.971E+00  5.415E+00  3.650E+01  4.860E+00
0  500  6.612E-01  4.646E+00  5.372E+01  4.218E+00
1TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      
0RANKS OF LATIN HYPERCUBE SAMPLE INPUT VECTORS

 RUN NO.     X(1)       X(2)       X(3)       X(4)
0    1       498.       170.       447.       110.
0    2       462.        32.        73.       269.
0    3       137.       370.       327.       410.
0    4       119.       135.        45.       217.
0    5        81.       182.       293.       329.
0    6       339.       240.       311.       394.
0    7       378.       333.       288.        41.
0    8       309.       350.       368.       321.
0    9       181.       300.       156.       235.
0   10       170.        19.       379.       489.
0   11       202.       468.       290.       315.
0   12       171.         3.        62.       234.
0   13       147.       130.        81.       368.
0   14        59.       134.       457.       296.
0   15       139.       235.         8.       170.
0   16         3.       114.       411.       136.
0   17       204.       251.       179.       475.
0   18       164.       453.       198.       434.
0   19        25.        15.        93.       492.
0   20       402.        81.       305.       211.
0   21       106.       418.       495.       280.
0   22       174.        36.       298.       165.
0   23       269.       214.       264.       184.
0   24       305.       320.        30.       169.
0   25       111.       199.       144.       478.
0   26       404.       223.        61.       196.
0   27       493.       379.       483.       486.
0   28       352.        74.       119.       324.
0   29       482.       167.       222.       232.
0   30       390.        62.       473.       260.
0   31       265.        59.       430.       391.
0   32       167.       384.       136.       331.
0   33       103.       329.       190.        11.
0   34       326.       173.       392.       397.
0   35        98.       366.       279.       188.
0   36        20.        31.       373.       192.
0   37        38.       471.       345.       288.
0   38       373.       498.        21.       447.
0   39       262.       369.       415.       292.
0   40         3.       190.         7.       308.
0   41       351.       217.         1.       374.
0   42       456.       118.       486.       137.
0   43       191.       253.       449.       396.
0   44       298.       268.       445.       270.
0   45       246.       267.       164.       236.
0   46       441.        28.       100.       348.
0   47        35.        29.        65.       276.
0   48       375.       237.       245.       365.
0   49       233.       299.       404.        20.
0   50       316.       457.       183.       473.
0   51        62.       174.        32.       358.
0   52        44.       220.       478.       108.
0   53       455.       132.       435.       166.
0   54       334.       465.        31.       405.
0   55         8.       345.       176.        28.
0   56        27.       161.       409.       342.
0   57       469.       125.       332.       387.
0   58       449.       229.       448.       356.
0   59       261.       352.       275.        48.
0   60       217.       141.         3.       345.
0   61       495.       312.       109.       226.
0   62       156.        47.       138.       248.
0   63       409.       243.       452.       325.
0   64        33.       416.       272.        57.
0   65        48.       402.       396.       227.
0   66       125.       387.       471.       250.
0   67        75.       409.       479.       444.
0   68       284.        97.       260.       393.
0   69        32.        17.        78.       357.
0   70       370.       479.       253.        31.
0   71        80.        64.       186.       466.
0   72       258.       437.       121.       398.
0   73        37.       458.       120.       198.
0   74        73.       368.        55.       462.
0   75       272.       491.        35.       363.
0   76       203.       446.       211.       491.
0   77       367.       117.       313.        58.
0   78       187.       408.       405.       415.
0   79       447.       417.        34.       246.
0   80       413.         8.       246.        69.
0   81       357.       401.       499.       335.
0   82        87.       294.       322.        91.
0   83       254.       449.       200.        32.
0   84       333.       440.       398.       378.
0   85       307.       281.       438.       425.
0   86       408.       307.        26.       285.
0   87        83.       487.       419.       240.
0   88       498.       233.       393.       228.
0   89       117.       175.       343.       422.
0   90       231.       211.       223.       222.
0   91        45.       380.       462.       411.
0   92        85.       309.       397.       330.
0   93       434.        44.        52.       158.
0   94       448.       106.       240.       436.
0   95       230.       393.       184.       429.
0   96       361.       343.       108.       203.
0   97       443.       202.         9.       448.
0   98       107.       296.       488.       243.
0   99       414.       121.       146.       309.
0  100        78.       466.       352.       132.
0  101       235.       206.       475.       257.
0  102       257.       397.       451.       380.
0  103       403.       482.       251.       481.
0  104       415.       248.        13.       210.
0  105       477.       403.       401.       106.
0  106       338.       336.       317.       430.
0  107       273.       461.       325.       254.
0  108       341.       355.       206.       209.
0  109       260.        88.       122.       341.
0  110        23.       284.       237.       115.
0  111         3.       138.       360.       194.
0  112       459.       390.       131.        42.
0  113       397.       359.       344.       362.
0  114       360.       472.       458.       339.
0  115       279.       239.       331.        40.
0  116       329.       238.       123.       343.
0  117        14.       110.       463.       271.
0  118       221.       361.       416.        34.
0  119       461.       142.         5.       385.
0  120       377.        55.        67.       177.
0  121       391.       376.       228.        87.
0  122       146.       425.       188.       334.
0  123        88.        67.       446.       218.
0  124       301.       144.       439.       384.
0  125       192.       282.       321.       392.
0  126       353.       213.       106.        60.
0  127       387.       493.       174.       251.
0  128        60.        46.       346.       173.
0  129       359.       120.       142.        72.
0  130       148.       463.       399.       426.
0  131       234.       342.        44.       354.
0  132       118.       423.       117.       318.
0  133       113.       439.       371.       366.
0  134        55.       383.         2.        13.
0  135       110.        35.       386.       337.
0  136       173.       450.       130.       498.
0  137        12.       480.       278.       141.
0  138       271.       327.       484.       119.
0  139       388.       245.       370.         3.
0  140        47.        90.       230.       498.
0  141        77.       265.       437.       140.
0  142       451.       255.       172.       482.
0  143       347.        24.       493.        55.
0  144       263.        27.       113.       445.
0  145        93.       183.       244.       215.
0  146       175.       205.       291.       146.
0  147       340.       452.       342.       427.
0  148       232.       429.       424.       293.
0  149       444.       160.        46.        67.
0  150       227.       306.       407.       402.
0  151       486.       420.       474.       219.
0  152       452.       105.       212.       282.
0  153       252.       317.       329.       197.
0  154       207.        77.       326.         6.
0  155        53.       179.       269.       225.
0  156       277.       272.        40.        30.
0  157       229.       467.       218.       470.
0  158       251.       313.       154.       262.
0  159        49.       406.        17.       349.
0  160       280.       111.        89.        79.
0  161       380.       481.       303.         3.
0  162       295.       188.       306.       412.
0  163       325.       427.       466.        38.
0  164       157.        76.       226.       494.
0  165       374.        50.       454.       212.
0  166       281.       269.       127.       313.
0  167       394.       274.        37.        37.
0  168       422.       405.       384.       419.
0  169       310.       396.       284.       179.
0  170       423.        48.       387.       102.
0  171       266.        75.       339.       189.
0  172       130.       108.       103.       479.
0  173       364.        53.       490.       417.
0  174       438.       104.       460.       259.
0  175       184.       428.        47.       155.
0  176       285.       374.         6.       446.
0  177       294.       155.        33.       175.
0  178       244.       115.        49.        45.
0  179        24.        21.       440.       480.
0  180       185.       151.       337.        43.
0  181        17.       133.       281.       123.
0  182       223.       169.       366.       275.
0  183       304.       224.        56.       467.
0  184       249.        96.       425.        88.
0  185       348.         3.       166.       181.
0  186       241.       254.       467.       156.
0  187       474.       324.       276.       107.
0  188       178.       249.        98.       437.
0  189       297.       415.       307.       304.
0  190        74.       209.        71.       261.
0  191       153.       292.       207.       274.
0  192       150.       193.       500.       346.
0  193       274.       348.       101.       125.
0  194        99.       381.       453.        98.
0  195       321.       438.         4.       297.
0  196       270.         6.       163.       290.
0  197       484.       236.       234.       483.
0  198       276.       353.       383.       118.
0  199       335.       136.       347.       420.
0  200        63.        38.       128.       375.
0  201        36.       198.       233.       126.
0  202        96.       392.       410.       450.
0  203       344.       270.       219.       370.
0  204       382.       140.       262.       154.
0  205       318.       230.       338.        99.
0  206       418.       364.       147.       327.
0  207       372.       113.       304.         3.
0  208       327.       291.       135.         7.
0  209       498.       218.       318.       472.
0  210        39.        99.       270.       332.
0  211       141.        63.        97.       117.
0  212       196.       187.       214.       350.
0  213       420.        57.       335.       273.
0  214       490.       289.        68.        76.
0  215       267.       287.       455.       258.
0  216       168.       474.       413.       295.
0  217       356.       459.       150.       369.
0  218       250.        25.       204.       114.
0  219       393.       483.        87.       124.
0  220       421.       277.       434.       464.
0  221        56.       227.        95.        21.
0  222       320.       158.       485.       485.
0  223       425.       358.       160.       367.
0  224       122.        40.       374.        44.
0  225       286.       412.        36.       493.
0  226       253.       166.       194.        80.
0  227       400.       185.       365.       109.
0  228       440.       498.       175.       407.
0  229        11.       362.       177.       476.
0  230        52.       354.       111.        14.
0  231       424.       426.       289.       490.
0  232       201.        14.       320.        93.
0  233       437.       394.        39.       451.
0  234       109.       344.       315.        90.
0  235       242.       435.       362.       399.
0  236       381.       258.       187.        63.
0  237       159.        82.       422.       279.
0  238        70.       242.       372.       135.
0  239       216.       162.       192.       305.
0  240        13.       276.       180.       204.
0  241       483.        52.        18.       414.
0  242       362.       375.       361.        84.
0  243        69.        18.        53.       498.
0  244       498.       391.       159.       207.
0  245       226.       477.       302.         3.
0  246       183.       488.       242.       336.
0  247         3.       116.       330.       344.
0  248       127.       334.        92.       149.
0  249       336.       103.       492.       195.
0  250       395.       216.        84.       360.
0  251       132.       441.       324.       361.
0  252       152.       470.        51.       163.
0  253       197.       492.        85.       328.
0  254       300.       311.       314.       164.
0  255       433.       180.       258.       121.
0  256        97.        13.       195.       112.
0  257       337.        61.       350.       353.
0  258       410.       473.       110.       294.
0  259        71.       256.       432.       256.
0  260       222.       181.       323.       138.
0  261       247.        66.       225.        96.
0  262       439.        87.       283.       238.
0  263        86.         9.       336.       495.
0  264       160.       232.       482.       116.
0  265       208.       489.       273.       389.
0  266        50.       485.       469.       459.
0  267       466.       290.       292.        74.
0  268       198.       107.        20.       205.
0  269       165.       304.       217.        62.
0  270       419.       424.       157.       458.
0  271        90.       101.       203.        36.
0  272       293.        33.       126.       388.
0  273        95.       319.       161.        89.
0  274       436.       297.       348.       439.
0  275       108.        65.       358.       298.
0  276       332.       360.       155.       364.
0  277       101.       163.        57.       463.
0  278       435.       196.       285.       400.
0  279        57.       365.       400.       247.
0  280       151.        16.       254.       421.
0  281       311.       442.       308.       498.
0  282       236.       478.       112.       208.
0  283       396.        85.       359.       153.
0  284       143.       308.        10.        39.
0  285       330.       325.       149.       408.
0  286       243.       261.       496.        73.
0  287       169.       200.       286.       474.
0  288       350.       147.        70.        12.
0  289       472.       414.       152.       352.
0  290       275.       102.       312.       229.
0  291        41.        89.       114.       220.
0  292       314.        79.       427.       433.
0  293       488.       222.        60.       134.
0  294        26.        11.       389.       286.
0  295       323.       231.       491.        25.
0  296       427.       335.       378.         3.
0  297       199.       279.       201.       359.
0  298       416.       302.        76.       244.
0  299       100.       157.        27.        29.
0  300       431.       156.       280.        95.
0  301       296.       100.       134.       103.
0  302        46.       316.       162.        35.
0  303       315.         7.       124.       162.
0  304       306.       328.        86.        51.
0  305       446.       148.       216.       242.
0  306       464.       338.       125.       277.
0  307       180.        94.       248.       265.
0  308       376.       168.        29.       186.
0  309        79.       146.       353.       340.
0  310       317.        78.       191.        23.
0  311       124.        41.       382.        56.
0  312       123.        45.       249.        15.
0  313       193.       310.        11.       202.
0  314       355.        84.        28.       224.
0  315       289.       339.       104.       487.
0  316       386.        93.       259.       160.
0  317       131.       150.       297.       372.
0  318       445.       259.       236.       152.
0  319       454.       210.       287.       267.
0  320       302.       207.       170.       176.
0  321       354.       139.       450.       230.
0  322       166.       445.       132.       338.
0  323       225.       373.       498.       453.
0  324       366.       382.       340.       287.
0  325       182.       137.       250.       310.
0  326       471.       189.       319.       416.
0  327        29.       431.       375.        18.
0  328       228.       422.       141.       147.
0  329       213.       498.       221.       468.
0  330       399.        56.       333.       471.
0  331       470.       433.       263.       320.
0  332       264.       212.        59.       131.
0  333       324.       469.       165.        65.
0  334       308.        98.        83.       245.
0  335       278.       208.       143.        75.
0  336       384.       252.       215.       190.
0  337       432.       131.       436.       233.
0  338        67.        91.       367.       314.
0  339       212.       153.        64.        52.
0  340        64.        95.       465.       347.
0  341       186.        49.       196.       281.
0  342       189.       203.       140.       237.
0  343       460.       323.       472.        97.
0  344       248.       337.       369.        71.
0  345       498.        60.       356.       469.
0  346       239.       172.       349.        92.
0  347       392.       434.       199.       440.
0  348        10.        42.        74.       303.
0  349       136.       257.       282.       111.
0  350        16.       184.       388.       128.
0  351       240.       171.       423.       241.
0  352         9.       447.       354.       266.
0  353       224.       321.        43.       424.
0  354        19.       143.       480.       185.
0  355       379.       315.       210.        17.
0  356       283.       149.       274.        78.
0  357       238.       444.       426.        70.
0  358        31.       286.       355.       326.
0  359       133.       356.       391.        94.
0  360       299.       430.       328.       461.
0  361       154.       283.       252.       172.
0  362       255.       225.       433.       423.
0  363       116.       244.       139.       264.
0  364       475.       419.       420.       130.
0  365       206.        54.       167.       323.
0  366       218.       347.        63.        10.
0  367       489.       484.        15.       101.
0  368       401.       385.        66.        82.
0  369       176.       314.       441.       183.
0  370       142.       495.       414.       104.
0  371       465.       215.       220.        64.
0  372       457.        10.       468.       317.
0  373       476.       241.        80.       142.
0  374       383.       263.        75.       174.
0  375       430.       295.       116.       452.
0  376       102.       363.       241.       383.
0  377       417.       432.       477.       284.
0  378       104.       228.       169.       401.
0  379        15.       273.       268.       302.
0  380       135.       318.       171.       291.
0  381       145.       301.       118.       351.
0  382        94.       322.       300.       100.
0  383        51.       234.       181.       129.
0  384       346.       264.        25.       355.
0  385       342.       305.       189.       289.
0  386        28.        51.       213.       144.
0  387       172.        83.       115.       404.
0  388       487.       152.       481.       386.
0  389       155.       221.       231.       255.
0  390       288.       285.        96.       252.
0  391        42.        37.       257.       460.
0  392       287.       280.       428.        22.
0  393       407.       388.       208.       301.
0  394       385.        34.        99.       180.
0  395        68.       407.       133.       253.
0  396         6.       271.       470.       206.
0  397       411.       330.       489.       200.
0  398       481.       410.       456.       449.
0  399        92.       476.        22.        68.
0  400       291.       486.       158.        47.
0  401       368.       195.       497.        19.
0  402       259.       456.       412.       477.
0  403        54.       278.       227.       239.
0  404        91.        23.       402.       438.
0  405       463.       250.       461.       182.
0  406       290.       349.       102.       299.
0  407       485.       260.       316.       382.
0  408       371.       177.       444.       371.
0  409       365.       129.       235.       113.
0  410        21.       378.       151.       435.
0  411       210.       204.        23.       498.
0  412       190.       331.       185.       319.
0  413       129.       298.       153.        33.
0  414       343.        43.       403.       376.
0  415        18.       398.       309.       105.
0  416       319.       400.       421.       431.
0  417       458.        72.       380.       455.
0  418       134.       326.       129.       283.
0  419       144.         3.        79.       311.
0  420        61.       219.        42.       443.
0  421       292.       395.       334.       168.
0  422       303.       372.       357.       157.
0  423        89.       404.       238.        77.
0  424        30.       421.       193.       488.
0  425       412.       455.       224.       122.
0  426       200.        80.       376.        27.
0  427       328.       293.       395.       272.
0  428       188.       464.       351.       377.
0  429       194.       346.        50.       199.
0  430       256.       332.       443.       395.
0  431       215.       145.       265.        53.
0  432        66.        30.       418.        66.
0  433       120.       443.       464.       150.
0  434        40.       303.        24.        26.
0  435       428.       192.       197.       312.
0  436       214.       389.       487.       268.
0  437       313.       128.       202.       223.
0  438       140.       186.       178.       322.
0  439       453.       351.       182.       201.
0  440       268.       266.       341.       406.
0  441        76.       448.       476.       465.
0  442       442.       127.        14.       221.
0  443       389.       178.       408.        86.
0  444        43.       475.       247.       390.
0  445       405.       462.       295.       454.
0  446       114.       436.        12.        16.
0  447       426.       176.       168.       442.
0  448       478.       122.        58.        61.
0  449       179.        71.       431.       403.
0  450       349.        39.        48.        24.
0  451       479.       371.       442.       216.
0  452       369.         3.        88.       316.
0  453       491.       226.       494.        50.
0  454       473.       460.       377.        81.
0  455         7.       498.       271.       167.
0  456       282.       112.       229.       413.
0  457       406.       164.       256.       148.
0  458       126.       340.       381.       307.
0  459       149.       490.        19.       231.
0  460       245.       109.       205.       418.
0  461       322.       275.        90.       249.
0  462       161.       197.       209.       145.
0  463       237.       123.       363.       441.
0  464        65.       494.       301.       159.
0  465       163.       159.        16.       300.
0  466        34.       126.        91.       151.
0  467       205.       377.        41.       187.
0  468       195.       454.       296.       373.
0  469         3.       124.        38.       278.
0  470       220.       386.       107.       193.
0  471        72.       367.       105.       409.
0  472       211.       119.       364.       333.
0  473        22.       288.       137.       214.
0  474       398.       154.       429.        54.
0  475       209.       411.       173.       143.
0  476       177.       247.       145.       120.
0  477       331.       451.        77.         8.
0  478       468.        58.        54.       381.
0  479       480.        26.       310.       191.
0  480       158.       357.       417.        49.
0  481       363.        92.       277.       428.
0  482       312.        69.       255.        83.
0  483       121.         3.        69.       432.
0  484       494.       341.       261.       263.
0  485       105.       191.       406.        59.
0  486       115.        68.       385.        85.
0  487       138.        73.        72.       127.
0  488       128.       201.       232.       306.
0  489       450.        86.        82.       171.
0  490       112.       399.       390.       133.
0  491       358.        70.        94.        46.
0  492       162.       165.       299.       178.
0  493       219.        22.       459.         9.
0  494       429.       246.       239.       379.
0  495       467.       413.       266.       139.
0  496        82.       498.       294.       213.
0  497       492.        20.       267.       484.
0  498        84.        12.       394.       457.
0  499        58.       262.       148.       456.
0  500       345.       194.       243.       161.
1   TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      
0  HISTOGRAM FOR VARIABLE NO.  1     NORMAL          DISTRIBUTION

     MIDPOINT          FREQ.

   -3.779999             6    XXXXXX
   -3.419999             5    XXXXX
   -3.059999             7    XXXXXXX
   -2.700000            11    XXXXXXXXXXX
   -2.340000            18    XXXXXXXXXXXXXXXXXX
   -1.980000            21    XXXXXXXXXXXXXXXXXXXXX
   -1.620000            29    XXXXXXXXXXXXXXXXXXXXXXXXXXXXX
   -1.260000            35    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
  -0.9000001            41    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
  -0.5400002            44    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
  -0.1800003            46    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
   0.1799996            46    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
   0.5399996            42    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
   0.8999995            38    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    1.259999            31    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    1.619999            26    XXXXXXXXXXXXXXXXXXXXXXXXXX
    1.979999            18    XXXXXXXXXXXXXXXXXX
    2.339999            13    XXXXXXXXXXXXX
    2.699999            10    XXXXXXXXXX
    3.059999             5    XXXXX
    3.419999             8    XXXXXXXX
0                      500


      MIN            MAX           RANGE           MEAN          MEDIAN        VARIANCE

   -3.708501       3.499902       7.208403     -0.1047659     -0.1028292       2.315308    

1   TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      
0  HISTOGRAM FOR VARIABLE NO.  2     NORMAL          DISTRIBUTION

     MIDPOINT          FREQ.

   0.2599999             8    XXXXXXXX
   0.7799997             7    XXXXXXX
    1.299999             9    XXXXXXXXX
    1.819999            14    XXXXXXXXXXXXXX
    2.339999            20    XXXXXXXXXXXXXXXXXXXX
    2.859999            25    XXXXXXXXXXXXXXXXXXXXXXXXX
    3.379998            32    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    3.899998            39    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    4.419998            42    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    4.939998            46    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    5.459998            46    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    5.979998            44    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    6.499998            40    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    7.019998            34    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
    7.539998            28    XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    8.059998            22    XXXXXXXXXXXXXXXXXXXXXX
    8.579997            16    XXXXXXXXXXXXXXXX
    9.099997            10    XXXXXXXXXX
    9.619996             8    XXXXXXXX
    10.14000             5    XXXXX
    10.66000             5    XXXXX
0                      500


      MIN            MAX           RANGE           MEAN          MEDIAN        VARIANCE

   0.7897910E-01   10.50100       10.42202       5.289450       5.293589       4.836870    

1   TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      
0  HISTOGRAM FOR VARIABLE NO.  3     UNIFORM         DISTRIBUTION

     MIDPOINT          FREQ.

    11.25000            19    XXXXXXXXXXXXXXXXXXX
    15.74999            25    XXXXXXXXXXXXXXXXXXXXXXXXX
    20.24999            25    XXXXXXXXXXXXXXXXXXXXXXXXX
